"id","corporate_office","zone","circle","division","subdivision","section","rate_schedule_main_grp","tariff","rate_schedule_code","debit_rate","credit_rate","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations","metered_installations","unmetered_installations","total_metered_unmetered","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_unbilled","ob_active","ob_inactive","ob_total","demand_active","demand_inactive","demand_total","collection_active","collection_inactive","collection_total","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption","bill_cancellation_consumption","net_consumption","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_total_sum","misc_revenue","misc_demand","misc_interest_rev_arrears","misc_total_sum","cur_revenue","cur_misc_demand","cur_interest_rev_arrears","cur_interest_tax","cur_tax","cur_total_sum","dr_adj_revenue","dr_adj_misc","dr_adj_tax","dr_adj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_total_sum","net_demand_revenue","net_demand_tax","coll_revenue","coll_interest_rev_misc","coll_interest_tax","coll_tax","coll_total_sum","cr_adj_revenue","cr_adj_misc","cr_adj_tax","cr_adj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_revenue","pc_interest_tax","pc_tax","pc_total","net_collection","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_coll_eff_with_adj","pct_coll_eff_without_adj","ratio_arrears_to_demand","demand_per_unit","coll_per_unit_with_adj","coll_per_unit_without_adj","consumption_per_installation","pct_recovery_of_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb"
"21","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Chamarajapete","Chamarajapete","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","891","68","959","891","0","891","0","824","67","891","1208540.55","0.0","1208540.55","7476891.31","0.0","7476891.31","7409087.05","0.0","7409087.05","33134.2","0.0","901445.13","0.0","934579.33","1706.04","932873.29","0.0","1208540.55","15533.43","472.3","69116.49","1293662.77","1208540.55","499896.26","18029.25","1726466.05","6459389.74","499896.26","18029.25","0.0","546927.83","7524243.07","21615.4","0.0","0.0","21615.4","39964.84","0.0","0.0","0.0","159.67","40124.51","7476891.31","546768.16","7409087.05","17420.64","0.0","595248.76","8021756.45","50743.64","0.0","0.0","50743.64","104422.54","421.3","0.0","0.0","0.0","24687.07","0.0","0.0","0.0","24687.07","8047813.02","4286.76","1272058.05","16142.04","0.0","20635.89","1308835.98","9.92","100","92.4804","0","96.4546","3.5454","87.6391","86.715","0.141155","9.9214","8.695","8.5833","1048.9106","86.525","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"22","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Chamarajapete","Chamarajapete","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","12930","984","13914","12930","0","12930","0","11954","976","12930","176119915.92","0.0","176119915.92","1272958963.58","0.0","1272958963.58","1231356630.25","0.0","1231356630.25","2217909.12","0.0","95132209.17","0.0","97350118.29","107634.12","97242484.17","0.0","176119915.92","2961145.65","298085.61","16686894.27","196828026.69","176119915.92","90729834.13","2981160.66","269830910.71","1081807309.84","90729834.13","2981160.66","0.0","90132365.37","1265650670.01","6842385.65","0.0","0.0","6842385.65","3112721.49","0.0","0.0","0.0","301380.89","3414102.38","1272958963.58","89830984.48","1231356630.25","2918191.03","0.0","104562967.48","1344907093.78","11295420.8","0.0","0.0","11295420.8","15381838.8","479364.08","0.0","0.0","0.0","4236382.57","0.0","0.0","0.0","4236382.57","1351966132.01","571511.31","217150737.95","3024115.28","0.0","1954911.27","223022715.09","9.92","100","92.4517","0","97.7217","2.2783","88.1974","87.5886","0.144602","15.8431","13.9732","13.8152","7529.0115","139.2657","761985.24","6200270.38","0.0","0.0","6200270.38","6069305.03","0.0","0.0","892950.59"
"23","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Chamarajapete","Chamarajapete","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","4419","336","4755","4419","0","4419","0","4085","334","4419","63557694.58","0.0","63557694.58","665016000.59","0.0","665016000.59","615441900.97","0.0","615441900.97","1158402.09","0.0","49375560.79","0.0","50533962.88","197686.33","50336276.55","0.0","63557694.58","1373729.56","167910.24","8693256.48","74098329.43","63557694.58","47167371.2","1222359.55","111947425.34","567002088.51","47167371.2","1222359.55","0.0","52336765.83","667728585.09","4351734.76","0.0","0.0","4351734.76","3117284.19","0.0","0.0","0.0","874.76","3118158.96","665016000.59","52335891.06","615441900.97","1193053.07","0.0","59566807.07","680185874.09","1240213.39","0.0","0.0","1240213.39","6266523.82","301505.0","0.0","0.0","0.0","166047.28","0.0","0.0","0.0","166047.28","681260040.2","282234.33","112849559.87","1403036.04","0.0","1462340.47","116118541.79","9.92","100","92.4417","0","97.7077","2.2923","87.5546","87.2396","0.148105","15.5149","13.584","13.46","11435.6105","135.6852","305738.58","4081979.81","0.0","0.0","4081979.81","3984112.98","0.0","0.0","403605.41"
"24","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Chamarajapete","Chamarajapete","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","871","66","937","871","0","871","0","805","66","871","1876560.92","0.0","1876560.92","15387845.28","0.0","15387845.28","14632552.99","0.0","14632552.99","135005.92","0.0","3479295.41","0.0","3614301.33","13920.06","3600381.27","0.0","1876560.92","51116.4","1991.18","146723.2","2076391.69","1876560.92","1081677.71","31710.08","2989948.71","13233714.15","1081677.71","31710.08","0.0","1151558.19","15498660.12","20688.23","0.0","0.0","20688.23","93332.67","0.0","0.0","0.0","946.11","94278.77","15387845.28","1150612.08","14632552.99","30707.54","0.0","1257235.29","15920495.83","60662.35","0.0","0.0","60662.35","217168.01","6833.12","0.0","0.0","0.0","42551.26","0.0","0.0","0.0","42551.26","15938606.92","5896.73","2625956.48","52118.93","0.0","40099.98","2718175.39","9.92","100","92.4225","0","96.2647","3.7353","87.1868","86.1098","0.146855","5.1211","4.4649","4.4049","4149.5997","44.4038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"25","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","HT","HT","HT1","23.2507","61.2507","N","N","11","29","2","31","29","0","29","0","27","2","29","47175642.79","0.0","47175642.79","285486396.84","0.0","285486396.84","288774696.85","0.0","288774696.85","0.0","0.0","25393471.49","0.0","25393471.49","69198.71","25324272.78","0.0","47175642.79","1183232.18","60155.38","4057143.56","52608827.96","47175642.79","20487706.0","637833.2","68301182.0","242690455.59","20487706.0","637833.2","0.0","22037641.24","285853636.04","676361.17","0.0","0.0","676361.17","131498.34","0.0","0.0","0.0","3789.53","135287.86","285486396.84","22033851.72","288774696.85","635431.64","0.0","25996532.93","317143323.02","2704579.25","0.0","0.0","2704579.25","3851632.01","81040.77","0.0","0.0","0.0","352365.71","0.0","0.0","0.0","352365.71","319495536.57","3567.08","43883775.71","1185633.74","0.0","94462.35","45303089.42","9.92","100","93.1034","0","100.0","0.0","90.4641","89.5493","0.127675","13.9733","12.6408","12.4892","875636.9479","125.8989","132654.04","1743225.19","0.0","0.0","1743225.19","1736661.61","0.0","0.0","139217.62"
"26","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","21","2","23","21","0","21","0","19","2","21","43275863.12","0.0","43275863.12","235997774.5","0.0","235997774.5","236421009.13","0.0","236421009.13","0.0","0.0","14564128.66","0.0","14564128.66","23637.07","14540491.59","0.0","43275863.12","1042518.8","47082.1","3442087.89","48109122.85","43275863.12","17060554.12","857215.15","61193632.39","199444781.88","17060554.12","857215.15","0.0","16915026.31","234277577.45","1472102.74","0.0","0.0","1472102.74","754648.67","0.0","0.0","0.0","5709.67","760358.34","235997774.5","16909316.63","236421009.13","834966.77","0.0","19828760.26","258803543.29","2163811.3","0.0","0.0","2163811.3","2520237.22","67862.3","0.0","0.0","0.0","224740.64","0.0","0.0","0.0","224740.64","260742613.95","71576.73","42781051.76","1064767.18","0.0","522644.26","44715833.2","9.92","100","90.4762","0","100.0","0.0","88.0046","87.5901","0.150587","20.3887","17.943","17.7699","693529.9362","179.1324","301570.94","1764606.19","0.0","0.0","1764606.19","1718807.13","0.0","0.0","347370.0"
"27","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","29","2","31","29","0","29","0","27","2","29","39289344.44","0.0","39289344.44","262554522.02","0.0","262554522.02","260208520.79","0.0","260208520.79","0.0","0.0","27376045.96","0.0","27376045.96","102548.51","27273497.45","0.0","39289344.44","1096438.03","71638.55","4138485.24","44717784.19","39289344.44","18338060.29","350106.85","57977511.58","225115557.1","18338060.29","350106.85","0.0","18825847.96","262629572.2","950789.72","0.0","0.0","950789.72","888159.08","0.0","0.0","0.0","72328.57","960487.65","262554522.02","18753519.39","260208520.79","344550.29","0.0","22599865.35","284053423.18","687013.7","0.0","0.0","687013.7","2780272.13","54261.52","0.0","0.0","0.0","678348.82","0.0","0.0","0.0","678348.82","284062088.06","34062.41","41601283.25","1101994.59","0.0","292139.28","43131817.2","9.92","100","93.1034","0","100.0","0.0","89.2013","88.5986","0.134134","11.746","10.4775","10.376","944001.5849","104.5966","121877.92","915008.89","0.0","0.0","915008.89","900486.75","0.0","0.0","136400.07"
"28","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","HT","HT","HT2B1","23.2707","61.2707","N","N","11","22","2","24","22","0","22","0","20","2","22","32920520.72","0.0","32920520.72","225874888.06","0.0","225874888.06","216362093.95","0.0","216362093.95","0.0","0.0","19876536.5","0.0","19876536.5","61403.64","19815132.85","0.0","32920520.72","776187.14","29183.12","3139034.52","36940966.46","32920520.72","16566558.93","408616.35","49895696.0","191405273.48","16566558.93","408616.35","0.0","16072821.74","224453270.51","567068.51","0.0","0.0","567068.51","47804.5","0.0","0.0","0.0","2835.17","50639.66","225874888.06","16069986.58","216362093.95","394110.22","0.0","18529823.84","235965756.15","1782711.64","0.0","0.0","1782711.64","2418193.69","120898.65","0.0","0.0","0.0","267580.91","0.0","0.0","0.0","267580.91","237480886.88","121531.31","42311783.53","790693.26","0.0","679197.26","43882733.97","9.92","100","90.9091","0","100.0","0.0","86.7115","86.0093","0.159622","13.8312","11.9932","11.8716","903478.9317","119.6731","76040.98","704747.08","0.0","0.0","704747.08","679728.14","0.0","0.0","101059.92"
"29","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","HT","HT","HT2B2","23.2737","61.2737","N","N","11","32","2","34","32","0","32","0","30","2","32","56363244.27","0.0","56363244.27","360654535.35","0.0","360654535.35","346794268.78","0.0","346794268.78","0.0","0.0","26281068.74","0.0","26281068.74","88135.42","26192933.33","0.0","56363244.27","966190.58","65277.67","3358810.47","60918522.76","56363244.27","25737376.13","1071105.74","83171726.13","304989762.02","25737376.13","1071105.74","0.0","27569753.72","359367997.6","2449188.0","0.0","0.0","2449188.0","401378.39","0.0","0.0","0.0","26111.79","427490.18","360654535.35","27543641.93","346794268.78","1027951.41","0.0","29682467.32","378896177.23","2975606.02","0.0","0.0","2975606.02","3832563.21","143103.91","0.0","0.0","0.0","682765.64","0.0","0.0","0.0","682765.64","381189017.62","69019.95","70154490.9","1009344.92","0.0","1219985.08","72607236.65","9.92","100","93.75","0","100.0","0.0","86.0086","85.6186","0.163166","16.9319","14.5629","14.4171","821283.3983","145.3334","164999.76","1449905.73","0.0","0.0","1449905.73","1391489.73","0.0","0.0","223415.76"
"30","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","HT","HT","HT2C1","23.2708","61.2708","N","N","11","40","3","43","40","0","40","0","37","3","40","82266981.22","0.0","82266981.22","396746568.1","0.0","396746568.1","408812028.45","0.0","408812028.45","0.0","0.0","30955561.85","0.0","30955561.85","38437.38","30917124.46","0.0","82266981.22","1247170.72","111749.35","6733183.02","90602491.77","82266981.22","28297622.84","1025202.11","111589806.17","338325832.59","28297622.84","1025202.11","0.0","30829477.57","398478135.11","584952.07","0.0","0.0","584952.07","809866.46","0.0","0.0","0.0","147997.74","957864.2","396746568.1","30681479.82","408812028.45","996486.25","0.0","36510532.19","448223651.17","2229766.66","0.0","0.0","2229766.66","3414299.2","74564.03","0.0","0.0","0.0","877991.06","0.0","0.0","0.0","877991.06","449575426.78","88569.42","70112951.45","1275886.58","0.0","904130.65","72591261.36","9.92","100","92.5","0","100.0","0.0","88.4432","87.8753","0.142154","16.4963","14.5899","14.4796","773889.0462","145.9635","243407.46","1959489.49","0.0","0.0","1959489.49","1904604.28","0.0","0.0","298292.67"
"31","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","2498","190","2688","2498","0","2498","0","2309","189","2498","295324.85","0.0","295324.85","3402445.93","0.0","3402445.93","3196649.41","0.0","3196649.41","16736.27","0.0","424313.7","0.0","441049.97","1395.09","439654.88","0.0","295324.85","6124.98","447.66","51525.08","353422.57","295324.85","239460.56","5745.9","540531.3","2917753.8","239460.56","5745.9","0.0","266607.39","3429567.64","16228.84","0.0","0.0","16228.84","21949.61","0.0","0.0","0.0","364.6","22314.21","3402445.93","266242.79","3196649.41","5716.52","0.0","316505.78","3518871.71","15752.48","0.0","0.0","15752.48","32671.14","306.9","0.0","0.0","0.0","1891.1","0.0","0.0","0.0","1891.1","3532733.09","609.29","500512.08","6154.36","0.0","1262.08","507928.53","9.92","100","92.4339","0","96.2054","3.7946","89.0931","88.6344","0.127418","9.0383","8.0525","7.9784","176.5612","80.4274","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"32","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","51871","3949","55820","51871","0","51871","0","47954","3917","51871","67177242.06","0.0","67177242.06","425982691.78","0.0","425982691.78","425049722.03","0.0","425049722.03","1588737.15","0.0","43936574.95","0.0","45525312.1","32753.7","45492558.4","0.0","67177242.06","1236655.91","73457.74","4669830.15","73157185.87","67177242.06","28357847.3","794089.19","96329178.56","368563874.64","28357847.3","794089.19","0.0","33465982.92","431181794.05","1815382.8","0.0","0.0","1815382.8","2700438.65","0.0","0.0","0.0","151885.24","2852323.88","425982691.78","33314097.68","425049722.03","774605.33","0.0","37200108.33","463024435.68","2564658.2","0.0","0.0","2564658.2","4810100.28","57830.11","0.0","0.0","0.0","1205801.55","0.0","0.0","0.0","1205801.55","464383292.34","270056.34","67840155.48","1256139.77","0.0","783819.5","69880114.76","9.92","100","92.4486","0","96.5102","3.4898","88.383","87.7753","0.132017","11.6271","10.2764","10.1707","877.6641","102.5272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"33","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","838","64","902","838","0","838","0","775","63","838","1527762.93","0.0","1527762.93","7445194.97","0.0","7445194.97","7664839.39","0.0","7664839.39","30952.19","0.0","815074.38","0.0","846026.57","197.15","845829.42","0.0","1527762.93","24445.18","1933.61","125892.71","1680034.43","1527762.93","495691.7","25401.89","2048856.53","6377756.12","495691.7","25401.89","0.0","540336.22","7439185.93","53694.86","0.0","0.0","53694.86","28443.2","0.0","0.0","0.0","2431.67","30874.88","7445194.97","537904.54","7664839.39","24628.54","0.0","645945.91","8335413.85","38755.43","0.0","0.0","38755.43","120072.15","5868.69","0.0","0.0","0.0","2921.65","0.0","0.0","0.0","2921.65","8371247.63","1889.77","1306228.73","25218.53","0.0","17851.34","1349298.6","9.92","100","92.4821","0","96.3415","3.6585","88.6158","87.8518","0.14141","11.2783","9.9944","9.8524","1009.5783","99.3188","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"34","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","10704","815","11519","10704","0","10704","0","9896","808","10704","211590430.35","0.0","211590430.35","1237210740.1","0.0","1237210740.1","1248725003.93","0.0","1248725003.93","2422227.6","0.0","103667657.29","0.0","106089884.89","198719.63","105891165.26","0.0","211590430.35","6267586.42","114795.05","13997893.61","232927872.4","211590430.35","89923384.58","1918488.56","303432303.5","1048174493.38","89923384.58","1918488.56","0.0","89969022.72","1229985389.24","8112716.24","0.0","0.0","8112716.24","2760215.81","0.0","0.0","0.0","106996.76","2867212.57","1237210740.1","89862025.96","1248725003.93","1901675.93","0.0","103055804.74","1359058723.99","11654677.83","0.0","0.0","11654677.83","12386355.5","174367.03","0.0","0.0","0.0","2292517.62","0.0","0.0","0.0","2292517.62","1368420884.2","397582.9","199678583.63","6284399.05","0.0","804114.83","207771795.56","9.92","100","92.4514","0","97.7168","2.2832","88.9665","88.6294","0.134783","14.5304","12.9272","12.8104","9911.2374","129.1376","957166.97","5423770.47","0.0","0.0","5423770.47","5376239.39","0.0","0.0","1004698.05"
"35","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","3621","276","3897","3621","0","3621","0","3348","273","3621","45191839.7","0.0","45191839.7","453727354.45","0.0","453727354.45","420995626.08","0.0","420995626.08","815277.59","0.0","34882888.43","0.0","35698166.02","115060.98","35583105.04","0.0","45191839.7","663861.63","89803.56","7086656.03","53236554.96","45191839.7","31870661.59","830122.33","77892623.61","387718904.67","31870661.59","830122.33","0.0","32594078.92","453013767.51","1767285.91","0.0","0.0","1767285.91","1160403.96","0.0","0.0","0.0","138072.5","1298476.46","453727354.45","32456006.43","420995626.08","807274.65","0.0","38588591.46","463746318.2","2711885.87","0.0","0.0","2711885.87","4226607.37","165004.35","0.0","0.0","0.0","1203840.55","0.0","0.0","0.0","1203840.55","465254363.52","59861.83","77863706.24","686709.31","0.0","954070.99","79803829.67","9.92","100","92.4606","0","97.7162","2.2838","87.8536","87.3499","0.149817","14.9216","13.1092","12.9908","9858.6484","130.9552","204394.04","3449775.1","0.0","0.0","3449775.1","3354826.01","0.0","0.0","299343.13"
"36","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Vidhana Soudha","Cubbanpete","Cubbanpete","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","841","64","905","841","0","841","0","778","63","841","1748541.49","0.0","1748541.49","13526417.92","0.0","13526417.92","13225499.29","0.0","13225499.29","121887.06","0.0","3122459.59","0.0","3244346.64","3412.55","3240934.09","0.0","1748541.49","17498.22","2708.34","239971.22","2008719.26","1748541.49","905736.16","34526.3","2688803.95","11633053.54","905736.16","34526.3","0.0","985159.43","13558475.43","50746.59","0.0","0.0","50746.59","37907.12","0.0","0.0","0.0","2589.93","40497.06","13526417.92","982569.5","13225499.29","34123.55","0.0","1210839.55","14470462.39","68976.67","0.0","0.0","68976.67","114054.69","2027.0","0.0","0.0","0.0","17211.7","0.0","0.0","0.0","17211.7","14522227.36","1761.7","2047698.42","17900.97","0.0","11701.16","2077300.55","9.92","100","92.5089","0","96.2431","3.7569","89.4864","89.0639","0.127457","5.0235","4.4954","4.4602","3857.7249","44.9618","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"37","BESCOM Corporate Office","BMAZ-North","Bengaluru East Circle","Shivajinagar","Cooke Town","Cooke Town","HT","HT","HT1","23.2507","61.2507","N","N","11","34","3","37","34","0","34","0","31","3","34","37037940.47","0.0","37037940.47","307176496.63","0.0","307176496.63","297218379.39","0.0","297218379.39","0.0","0.0","24097112.78","0.0","24097112.78","58312.5","24038800.28","0.0","37037940.47","973533.87","50742.1","4959079.35","43125514.31","37037940.47","22018367.72","534389.46","59590697.66","262278989.91","22018367.72","534389.46","0.0","23763058.24","308594805.34","851215.0","0.0","0.0","851215.0","1059222.65","0.0","0.0","0.0","91119.15","1150341.8","307176496.63","23671939.09","297218379.39","530642.79","0.0","28520762.85","327155924.86","2079293.75","0.0","0.0","2079293.75","3534561.51","86102.26","0.0","0.0","0.0","486322.58","0.0","0.0","0.0","486322.58","328748896.03","39178.38","46956879.34","977280.55","0.0","110255.59","48154890.71","9.92","100","91.1765","0","100.0","0.0","89.6091","88.8563","0.130488","15.3146","13.7232","13.5766","708738.6112","136.8605","104218.52","892396.55","0.0","0.0","892396.55","886139.84","0.0","0.0","110475.23"
